,location,latitude_x,longitude_x,bikes,name,rating,latitude_y,longitude_y
0,0,49.262487,-123.114397,35,Bike Repair Centre,5.0,49.2631728,-123.1059464
1,0,49.262487,-123.114397,35,Our Community Bikes,4.0,49.263216777126,-123.101212433205
2,0,49.262487,-123.114397,35,Mobi by Shaw Go,1.5,49.2603797912598,-123.113357543945
